#Total No. of Collocate Types: 54945
#Total No. of Collocate Tokens: 413284
1	4	2	2	8.34971	plungejuntil
2	3	1	2	7.93467	wouldprosecute
3	3	1	2	7.93467	wouldfail
4	3	2	1	7.93467	whenif
5	3	2	1	7.93467	voliies
6	3	1	2	7.93467	verysoberly
7	3	1	2	7.93467	vaasn
8	3	1	2	7.93467	transgressin
9	3	1	2	7.93467	tishe
10	3	1	2	7.93467	themthem
11	3	1	2	7.93467	themiljagain
12	3	1	2	7.93467	soondropped
13	3	1	2	7.93467	shallcover
14	3	1	2	7.93467	reuiiii
15	3	2	1	7.93467	prqfeflco
16	3	2	1	7.93467	providiag
17	3	1	2	7.93467	pimifli
18	3	1	2	7.93467	pideic
19	3	2	1	7.93467	oiage
20	3	1	2	7.93467	offeicer
21	3	2	1	7.93467	missng
22	3	1	2	7.93467	lickens
23	3	2	1	7.93467	laeger
24	3	2	1	7.93467	knownwhat
25	3	1	2	7.93467	knewsic
26	3	2	1	7.93467	kindlyas
27	3	2	1	7.93467	kenfna
28	3	1	2	7.93467	keaa
29	3	1	2	7.93467	jessqred
30	3	2	1	7.93467	ingentoufly
31	3	2	1	7.93467	iihihim
32	3	1	2	7.93467	hckens
33	3	1	2	7.93467	hasnrayed
34	3	1	2	7.93467	haanever
35	3	2	1	7.93467	gyntrytnan
36	3	2	1	7.93467	gavehunleif
37	3	2	1	7.93467	gavehtmfeif
38	3	2	1	7.93467	forthreshing
39	3	1	2	7.93467	fomegay
40	3	2	1	7.93467	fncezing
41	3	1	2	7.93467	feenbefore
42	3	1	2	7.93467	faidn
43	3	1	2	7.93467	eanit
44	3	1	2	7.93467	downfo
45	3	1	2	7.93467	dizzyaud
46	3	1	2	7.93467	damai
47	3	1	2	7.93467	cruelforeigners
48	3	2	1	7.93467	consideredwhat
49	3	2	1	7.93467	confidercdwhat
50	3	2	1	7.93467	comfortedwhen
51	3	1	2	7.93467	cannotcontinue
52	3	1	2	7.93467	bcfoic
53	3	2	1	7.93467	attfill
54	3	2	1	7.93467	askedwhereabouts
55	3	1	2	7.93467	andigasped
56	3	1	2	7.93467	aforeboding
57	3	1	2	7.93467	acorrefpondence
58	3	2	1	7.93467	ablewhen
59	8	3	5	7.76475	barlie
60	5	3	2	7.67164	desireth
61	2	1	1	7.34971	ytime
62	2	1	1	7.34971	ysaid
63	2	1	1	7.34971	youngplunder
64	2	2	0	7.34971	yotlng
65	2	2	0	7.34971	yiheet
66	2	1	1	7.34971	yfllelieu
67	2	1	1	7.34971	yetnevertheless
68	2	1	1	7.34971	yetnevertbeleis
69	2	1	1	7.34971	yesid
70	2	1	1	7.34971	xvsuton
71	2	1	1	7.34971	xupply
72	2	1	1	7.34971	xeo
73	2	0	2	7.34971	wver
74	2	0	2	7.34971	wuhoul
75	2	0	2	7.34971	wthour
76	2	1	1	7.34971	wsurrounded
77	2	1	1	7.34971	wsuch
78	2	2	0	7.34971	wsljhaugh
79	2	1	1	7.34971	wrasaware
80	2	1	1	7.34971	wouldused
81	2	1	1	7.34971	wouldundo
82	2	0	2	7.34971	wouldsoil
83	2	1	1	7.34971	wouldoen
84	2	1	1	7.34971	wouldji
85	2	1	1	7.34971	wouldiign
86	2	1	1	7.34971	wouldfurnilh
87	2	0	2	7.34971	wouldfing
88	2	1	1	7.34971	wouderon
89	2	1	1	7.34971	worweiieve
90	2	1	1	7.34971	worthhile
91	2	1	1	7.34971	workchange
92	2	1	1	7.34971	workbut
93	2	2	0	7.34971	wordcareallright
94	2	2	0	7.34971	woolcome
